"","place","Freq","latitude","longitude"
"106","Basel",3,47.5581077,7.5878261
"107","Basingstoke",1,51.262826,-1.0861976
"108","Bath",2,51.38092635,-2.37418971512966
"109","Baume les Dames",2,47.3526707,6.3614622
"110","Baumes les Dames",1,NA,NA
"111","Bayerisch Gmain",2,47.7194842,12.8980967
"112","Beek",2,50.9268769,5.81068505555812
"113","Bègles",1,44.8074559,-0.5488542
"114","Beikheim",2,50.2122285,11.2233628
"115","Belfast",1,54.596391,-5.9301829
"116","Belfort",2,47.6379599,6.8628942
"117","Belgrad",4,44.8178131,20.4568974
"118","Bellaterra",1,41.5025932,2.0800563
"119","Belo Horizonte",1,-19.9227318,-43.9450948
"120","Ben Shemen",2,31.9522788,34.921944
"121","Benê Beraq",1,NA,NA
"122","Bergamo",4,45.7566557,9.75421920086225
"123","Bergen",1,60.3943055,5.3259192
"124","Berlijn",1,52.5170365,13.3888599
"125","Bernay",4,49.0912765,0.608582426664448
"126","Bernex Genève",1,46.1746582,6.0721811
"127","Besançon",3,47.2380222,6.0243622
"128","Bethlehem",1,31.7043556,35.2061876
"129","Beyoğlu İstanbul",2,41.0284233,28.9736808
"130","Białystok",4,53.12750505,23.1470508701617
"131","Bibao",1,46.3532585,-0.3861914
"132","Biel",1,47.1402077,7.2439029
"133","Bielefeld",4,52.0191005,8.531007
"134","Bienne",2,48.2083537,16.3725042
"135","Bilbo",2,43.2630018,-2.9350039
"136","Bilthoven",1,52.1289693,5.2046134
"137","Binn Éadair",1,53.3858337,-6.0651186
"138","Bistriţa",1,47.1327012,24.4963949
"139","BL Warffum",1,53.3911179,6.5588495
"140","Bloomington",2,39.1670396,-86.5342881
"141","Boadilla del Monte",2,40.4053485,-3.8764663
"142","Bocholt",1,51.8382715,6.6148669
"143","Bochum",4,51.4818111,7.2196635
"144","Bogota",1,4.6533326,-74.083652
"145","Bogotá",2,4.6533326,-74.083652
"146","Bolzano Bozen",1,46.65594215,11.2296372641695
"147","Borgerhout",1,51.2128453,4.4462406
"148","Borgholzhausen",4,52.1007247,8.3023897
"149","Borsdorf",1,51.3472715,12.540308
"150","Borstel",1,53.97099395,9.7986627640467
"151","Bosten",4,50.8333558,6.0448459
"152","Bóthar Bhinn Éadair",1,53.3711022,-6.2048003
"153","Bouhet",1,46.1651698,-0.8591787
"154","Boulder",4,40.0149856,-105.270545
"155","Boulogne",2,46.7947224,-1.3210389
"156","Bouzonville",1,49.2901634,6.535247
"157","Bowie",1,33.4198886,-94.4479626
"158","Braamfontein",1,-26.1923213,28.0361983
"159","Brabrand",2,56.1532111,10.1024171
"160","Braga",1,41.5510583,-8.4280045
"161","Bräist Bredstedt",1,54.6236326,8.9640834
"162","Brakel",1,51.7168889,9.1841762
"163","Bratisłava",1,48.1516988,17.1093063
"164","Bratislawa",1,48.1516988,17.1093063
"165","Braunschweig",1,52.2646577,10.5236066
"166","Brazzano",1,45.9745047,13.455508
"167","Brehna",1,51.5571875,12.2128594
"168","Brema",1,53.0758196,8.8071646
"169","Bremerhaven",1,53.5522264,8.5865509
"170","Brescia",4,45.77958045,10.4258729694612
"171","Bresso",2,45.5372394,9.1889678
"172","Brey",1,50.273477,7.6274914
"173","Brodnica",1,53.2580224,19.4054337081504
"174","Bromma",4,59.339769,17.9395411
"175","Brookline",1,42.3317642,-71.1211635
"176","Brugge",2,51.2085526,3.226772
"177","Brüggen",1,51.2430813,6.1812296
"178","Brunn am Gebirge",1,48.11229075,16.2869499606729
"179","Brunswick",1,52.2646577,10.5236066
"180","Brussel",3,50.8465573,4.351697
"181","Bt   Budapest",1,47.53382885,19.0838206954287
"182","Bu san",1,-23.50258755,-46.6252175605597
"183","Bucareşti",1,44.4272505,26.0925202
"184","Bucures ti",2,NA,NA
"185","București",2,44.4361414,26.1027202
"186","Budel",1,51.2744706,5.5744905
"187","Budpaest",1,NA,NA
"188","Budpest",1,NA,NA
"189","Budyšin",1,51.1813907,14.4275735
"190","Budyšyn",1,51.1813907,14.4275735
"191","Buffalo",3,42.8867166,-78.8783922
"192","Bukarest",2,44.4361414,26.1027202
"193","Burcureşti",2,NA,NA
"194","Burgas",3,42.34484975,-3.68124765840368
"195","Burgos",2,42.34484975,-3.68124765840368
"196","Burien",1,47.469918,-122.3485274
"197","Bussolengo",2,45.4741307,10.8462482
"198","Bussum",2,52.2773656,5.1630646
"199","Bussy Saint Georges",1,48.8430257,2.6973858
"200","Cadeilhan",4,43.8282641,0.7713143
"201","Cadiz",1,36.5297438,-6.2928976
"202","Caen",2,49.1813403,-0.3635615
"203","Caerdydd",1,51.4816546,-3.1791934
"204","Cağadoğlu",1,NA,NA
"205","Cağaloğli",1,NA,NA
"206","Cağaloğlu   İstanbul",1,41.0103405,28.977377
"207","Cağaloğlu İstanbul",4,41.0103405,28.977377
"208","Cağaloğu",2,NA,NA
"209","Çağlayan",1,38.170334,30.17981
"210","Cairo",2,30.0443879,31.2357257
"211","Calcutta",3,22.5726723,88.3638815
"212","Calliano",4,45.9338514,11.0937583
"213","Candor",3,49.626539,2.8935199
"214","Çankaya",1,39.7986308,32.9454499827705
"215","Cape Town",1,-33.928992,18.417396
"216","Capri",1,40.54877475,14.2280874470536
"217","Capri Leone",1,38.0950466,14.7197340596445
"218","Caracas",2,10.506098,-66.9146017
"219","Carcavelos",1,38.6878324,-9.33721337022195
"220","Cardigan",2,52.0839973,-4.6604224
"221","Carnago",3,45.7228491,8.8358485
"222","Carnières",1,50.164045,3.33932665964966
"223","Carnières Morlanwelz",3,50.4431586,4.2548832
"224","Carouge",1,46.1846691,6.1396839
"225","Carouge Geneve",2,46.1846691,6.1396839
"226","Cassaniouze",1,44.6913102,2.3829643
"227","Castel Maggiore",1,44.575685,11.3648104
"228","Castelo Branco",2,39.97675825,-7.4460599299667
"229","Castro Urdiales",1,43.3843347,-3.2162576
"230","Castrovillari",1,39.8154937,16.202772
"231","Catskill",1,42.2173102,-73.8645734
"232","Cavallermaggiore",1,44.709839,7.686329
"233","Celovec Klagenfurt",1,46.6228162,14.3079604
"234","Çemberlitaş İstanbul",4,41.0084921,28.970784
"235","Cergy Pontoise",1,49.0527528,2.0388736
"236","Cergy Pontoise Cedex",1,49.0364034,2.0779069
"237","Čerkassy",1,49.4447888,32.0587805
"238","Cernivci",1,48.2864702,25.9376532
"239","Červený Kostelec",3,50.4765545,16.0928092
"240","České Budějovice",1,48.9747357,14.474285
"241","Český Těšin",1,49.7464018,18.6260976
"242","Cetinje",1,42.389633,18.9246085
"243","CH Oberrieden",1,47.2779101,8.5762195
"244","Chabarovsk",1,48.481403,135.076935
"245","Chaintreaux",1,48.1996948,2.8187982
"246","Chambéry",4,45.5662672,5.9203636
"247","Champfers",1,NA,NA
"248","Chang sha",1,31.19767765,121.334483125345
"249","Chang sha Shi",1,28.3479969,113.425705
"250","Chapecó",1,-27.0922364,-52.6166878
"251","Chapeco SC",2,-27.0922364,-52.6166878
"252","Charenton",1,48.8198479,2.4159508
"253","Charenton le pont",2,48.8198479,2.4159508
"254","Charleston",2,32.7876012,-79.9402728
"255","Charlottenlund",1,55.7552973,12.5671103
"256","Chateauroux",3,46.8203785,1.6770956
"257","Chatou",1,48.8897044,2.1573695
"258","Cheng du",2,34.03289065,-118.44270481681
"259","Cheng du Shi",1,24.6674,109.019
"260","Chennai",2,13.0836939,80.270186
"261","Chesham",1,51.70652015,-0.610401795499466
"262","Chester Springs",1,40.0951038,-75.6168681
"263","Chil gog gun",2,NA,NA
"264","Chile",1,-31.7613365,-71.3187697
"265","Chimki",2,55.8917293,37.4396994
"266","Chiré en Montreuil",1,46.6389271,0.1237972
"267","Chişinău",3,47.0245117,28.8322923
"268","Chişinǎu",1,47.0245117,28.8322923
"269","Chomutov",1,50.4606456,13.4178324
"270","Chorzów",4,50.2885563,18.9704425309351
"271","Chun cheon si",1,NA,NA
"272","Cieszyn",1,49.7557676,18.6562313409103
"273","Cihangir",2,35.2274826,33.5134937
"274","Cincinnati",1,39.1014537,-84.5124602
"275","Cinisello Balsamo",3,45.5586454,9.2141955
"276","Ciudad Autónoma de Buenos Aires",4,-34.6075682,-58.4370894
"277","Ciudad de Buenos Aires",1,-34.6075682,-58.4370894
"278","Ciudad de LaHabana",3,NA,NA
"279","Ciudad de México",1,19.4326296,-99.1331785
"280","Ciutat de Mallorca",1,39.5559167,2.62066455353916
"281","Clamecy",1,49.4286111,3.3619444
"282","Claremont",1,34.0966764,-117.7197785
"283","Clery Saint Andre",1,47.8212402,1.7569328
"284","Clichy la Garenne",1,48.9026,2.30551
"285","Cluj",1,46.769379,23.5899542
"286","Coaraze",1,43.8638745,7.2953284
"287","Coburg",1,50.258112,10.964463
"288","Cochabamba",1,-17.3936114,-66.1568983
"289","Coeuvres   Valsery",2,49.3387,3.15624
"290","Coeuvres et Valsery",1,49.3387,3.15624
"291","Cognac",1,45.6931647,-0.3250175
"292","Coimbra",3,40.2111931,-8.4294632
"293","Coira",1,46.854747,9.5264904
"294","Collado Villalba",1,40.6431496,-3.9930128
"295","Collbató",2,41.570256,1.8285814
"296","Collegeville",2,40.1856597,-75.451571
"297","Colonia Churubusco Coyoacán",3,19.355896,-99.14863
"298","Comano",1,44.2935397,10.1311647
"299","Como",2,45.9394759,9.14941014540895
"300","Condé Sur Noireau",2,48.84902185,-0.565216636395482
"301","Constanta",1,44.1767161,28.6507598
"302","Copenhagen Valby",3,55.6618019,12.5169523
"303","Corazzano",1,43.6211825,10.867318
"304","Cosenza",2,39.5966853,16.3330555990196
"305","Cothen",3,51.9987415,5.3118293
"306","Cotia",4,-23.603889,-46.918889
"307","Courbevoie Cedex",1,NA,NA
"308","Craiova",1,44.3190159,23.7965614
"309","Črnomelj",1,45.5706789,15.1925962
"310","Crows Nest NSW 2065 Australia",1,-33.8255649,151.2036095
"311","Cruz Quebrada",3,38.6997983,-9.2521948
"312","Csíkszereda",1,46.3614042,25.8026675
"313","Cuera",2,-1.030148,-46.7531429
"314","Cugat del Vallès",1,41.4732743,2.0899513
"315","Cuira",3,46.854747,9.5264904
"316","Cze stochowa",3,NA,NA
"317","Czernowitz",4,48.2864702,25.9376532
"318","DA Eberstadt  Darmstadt Eberstadt",1,49.8142514,8.6259972
"319","Dačov Lom",2,48.323159,19.2512245
"320","Đakovački Selci",1,45.3090633,18.3461456
"321","Dallas",1,32.7762719,-96.7968559
"322","Darmstadt",1,49.872775,8.651177
"323","Darmstadt Eberstadt",1,49.8142514,8.6259972
"324","De Bilt",2,52.1445592,5.17377733378846
"325","Deiningen",2,48.8624457,10.5705898
"326","Delhi",2,28.6517178,77.2219388
"327","DenHaag",3,NA,NA
"328","Depok",3,-6.4071903,106.8158348
"329","Desert Hot Springs",1,33.961124,-116.5016784
"330","Deutschland",1,51.0834196,10.4234469
"331","Deva",3,45.8817402,22.9008611
"332","Devesset",1,45.068,4.38791
"333","Diegem",1,50.8945555,4.4365042
"334","Dienheim",1,49.82986225,8.34931567096862
"335","Differdange",1,49.5208469,5.889242
"336","Dijon",1,47.3215806,5.0414701
"337","Dingwall",3,57.5954797,-4.4284337
"338","Djursholm",1,59.3973535,18.0880625
"339","Dlhé Pole",3,49.3046706,18.6306974
"340","Dob",2,-5.77345775,134.209807485661
"341","Dob pri Domžalah",1,46.14970815,14.6275977065668
"342","Döbeln",1,51.1167001,13.1166999
"343","Dobřichovice",2,49.9275312,14.2743416
"344","Dobrovo",1,45.997415,13.5273675
"345","Dorking",3,51.2325184,-0.3306724
"346","Dornhan",1,48.3502837,8.5078535
"347","Dortmund",2,51.5142273,7.4652789
"348","Dozwil",2,47.5759385,9.3190975
"349","Dražgoě",1,NA,NA
"350","Drösing",1,48.54249675,16.8955848770807
"351","Dudenhofen",1,49.3160711,8.3898185
"352","Duderstadt",3,51.5123672,10.2610699
"353","Dueñas",2,41.87652,-4.5462804
"354","Duhok",1,37.042257,43.0953954
"355","Duisburg",2,51.434999,6.759562
"356","Dülmen",1,51.8283677,7.2791406
"357","Dunajská Lužná",2,48.082194,17.2636139
"358","Dunedin",3,-45.8740984,170.5035755
"359","Düren",1,50.8031684,6.4820806
"360","Durham",2,35.996653,-78.9018053
"361","Ebenhausen bei München",2,47.9788079,11.4534323
"362","Eckbolsheim",1,48.5806873,7.6883102
"363","Egelsbach",1,49.9668352,8.6659289
"364","Egg bei Zürich",1,47.2983093,8.68982868480841
"365","Eggingen",1,47.6962642,8.3954399
"366","Eguilles",1,43.5687248,5.3543957
"367","Eiksmarka",1,59.946903,10.6260669
"368","Eislingen",1,48.6967865,9.7037748
"369","Eivissa",1,38.9743901,1.41974631785153
"370","Ekaterinburg",3,56.7881462,60.6689577911664
"371","El Ejido",1,36.7753425,-2.8168228
"372","El Vedado",1,23.1334573,-82.3910644
"373","Ėlʹsdorf",2,50.968023,12.7216131
"374","Emden",1,53.3670541,7.2058304
"375","Emeryville",1,37.8314089,-122.2865266
"376","Enschede",1,52.2209855,6.8940537
"377","Enschede Doetinchem",1,NA,NA
"378","Erfurt",4,50.9777974,11.0287364
"379","Erkrath",2,51.2209866,6.9056079
"380","Erlangen",3,49.5978157,11.0038064
"381","Erscheinungsort nicht ermittelbar",1,NA,NA
"382","Es Castell",2,39.879862,4.2904574
"383","Eskilstuna",2,59.3717379,16.5051474
"384","Esplugas de Llobregat",1,41.3776796,2.0899722
"385","Esplugues de Llobregat",3,41.3776796,2.0899722
"386","Espoo",3,60.2047672,24.6568435
"387","Essen",1,51.4582235,7.0158171
"388","Essertines sur Rolle",2,46.48113285,6.30371756151857
"389","Esslingen",1,48.7427584,9.3071685
"390","Evian les Bains",3,46.3910965,6.58133104180146
"391","Évian les Bains",1,46.3910965,6.58133104180146
"392","Évora",2,38.5707742,-7.9092808
"393","Exeter",3,50.7255794,-3.5269497
"394","Făgăraş",1,45.8449433,24.9703224
"395","Falsterbo",1,55.39609,12.8371665
"396","Fanhões",1,38.8871899,-9.1634637
"397","Farmington Hills",1,42.4853125,-83.3771553
"398","Farum",3,55.8101232,12.3702505
"399","Fatih",1,41.019297,28.9478024
"400","Fatih İstanbul",1,41.0091982,28.9662187
"401","Fayetteville",2,36.0625843,-94.1574328
"402","Feldafing",1,47.9466714,11.2905374
"403","Fernwald",1,50.5673903,8.7770992
"404","Figueres",1,42.2666314,2.9638434
"405","Finsing",1,48.2167439,11.8253553
"406","Firenze   Italia",4,43.7698712,11.2555757
"407","Firenze  Antella",1,43.7272818,11.3227414
"408","Flensburg",1,54.7833021,9.4333264
"409","Foggia",2,41.50281055,15.4528996096277
"410","Fontaine lès Dijon",2,47.4103119,4.93250496016575
"411","Forlì",1,44.2227278,12.041273
"412","Framersheim",2,49.7586731,8.1796251
"413","Frankfurt  M",1,50.1066539,8.6625808
"414","Frankfurt a M",1,50.1106444,8.6820917
"415","Frankfurt M",2,50.1066539,8.6625808
"416","Frankfurt Main",1,50.0537437,8.6371136
"417","Frankfurt na Majne",3,50.1106444,8.6820917
"418","Franklin",1,33.2002659,-95.2231752
"419","Frankreich",1,46.603354,1.8883335
"420","Frauenfeld",2,47.5561915,8.8963347
"421","Fredensborg",2,55.9821565,12.3950911447557
"422","Frederiksberg",4,55.678016,12.5326186
"423","Frederikssund",3,55.8417752,12.063595
"424","Freiburg",2,47.9960901,7.8494005
"425","Freiburg  Breisgau",1,47.9977308,7.8412948
"426","Frick",2,47.5075081,8.0203065
"427","Friedberg",1,50.3352682,8.7539306
"428","Fulda",1,50.5542328,9.6770448
"429","Fürth",1,49.4772475,10.9893626
"430","Füssen",1,47.5709212,10.6977089
"431","Galaţi",1,45.4338215,28.0549395
"432","Galten",2,58.432715,8.49740102457031
"433","Ganderkesee",2,53.0344984,8.5451469
"434","Garden City",1,37.9716898,-100.8726618
"435","Gauting",1,48.0676689,11.3796987
"436","Gdansk",1,54.36119285,18.6286088336207
"437","Gdanśk",1,54.36119285,18.6286088336207
"438","Gelʹzenkirchen",1,NA,NA
"439","Gelnhausen",4,50.2028622,9.190486
"440","Gelnhausen Roth",2,50.2082845,9.1593871
"441","Gelsenkirchen",3,51.5110321,7.0960124
"442","Geneve",1,46.2017559,6.1466014
"443","Genf",3,46.2017559,6.1466014
"444","Gennevilliers",2,48.9254221,2.2940122
"445","Germersheim",1,49.2222749,8.36659
"446","Gijón",3,43.5449422,-5.66275
"447","Gilleleje",1,56.1244169,12.3124485
"448","Girona",3,41.9793006,2.8199439
"449","Givʿatayim",1,32.0729606,34.8113279
"450","Gjern",3,56.2264181,9.7393316
"451","Glaschu",1,55.8609825,-4.2488787
"452","Glasgow",4,55.8609825,-4.2488787
"453","Gliwice",3,50.30113145,18.662347227972
"454","Glonn",2,47.9833887,11.8706193512213
"455","Gmunden",1,47.9185855,13.8003048
"456","Go yang si",4,55.7556429,37.8568891
"457","Godalming",1,51.1888841,-0.611219796506254
"458","Goldebek",1,54.679304,9.1459212
"459","Göppingen",4,48.7031377,9.6541116
"460","Gor kij",1,44.5392145,11.9327827
"461","Gorinchem",1,51.8421872,4.97460046726009
"462","Gorizia",2,45.9441278,13.6252288
"463","Gorno Altajsk",1,51.957775,85.963653
"464","Gorredijk",1,53.0059606,6.0641634
"465","Gotha",1,50.9494849,10.7014435
"466","Göttingen",3,51.5328328,9.9351811
"467","Gr asten",1,NA,NA
"468","Grainville",3,49.3436491,1.36917483216433
"469","Granada",1,37.1734995,-3.5995337
"470","Grand Rapids",2,42.9632405,-85.6678639
"471","Grand Saconnex",1,46.2361642,6.1159919
"472","Grâne",1,44.7315,4.9265
"473","Graz",2,47.0708678,15.4382786
"474","Great Barrington",3,42.2103722,-73.3389121
"475","Grebbestad",1,58.6920072,11.2542334
"476","Greensboro",1,36.0726355,-79.7919754
"477","Greifswald",2,54.095791,13.3815238
"478","Grenoble",4,45.1875602,5.7357819
"479","Grimma",4,51.2383379,12.7287511
"480","Groot Bijgaarden",1,50.8707084,4.2651493
"481","Grosse Pointe Farms",1,42.4092038,-82.8918587
"482","Großkarolinenfeld",1,47.8912213,12.0801467
"483","Grudzia dz",1,52.9158143,22.0417552
"484","Guadalajara",2,20.6720375,-103.338396
"485","Guadarrama",2,40.6734454,-4.0893911
"486","Guebwiller",2,47.9117311,7.21060648361689
"487","Gui lin",2,25.238704,110.1750728
"488","Gümüşsuyu",1,41.0926368,34.076854
"489","Gundersheim",1,49.6951001,8.2010491
"490","Gundershoffen",1,48.9052729,7.6538032
"491","Gusselby",2,59.6453751,15.2185354
"492","Güstrow",1,53.7936523,12.1759661
"493","Győr",3,47.687609,17.6346815
"494","Ha er bin",1,45.7988273,126.5303997
"495","Ha Nôi",1,21.0294498,105.8544441
"496","Ha Nội",1,21.0294498,105.8544441
"497","Hägersten",1,59.3039831,17.9671408
"498","Hai kou shi",2,20.0462328,110.1956502
"499","Halle",3,51.4825041,11.9705452
"500","Hanau",1,50.1354291,8.91881790326416
"501","Hang zhou",1,30.2489634,120.2052342
"502","Hang zhou Shi",1,30.2489634,120.2052342
"503","Hangzhou",2,30.2489634,120.2052342
"504","Hannover",3,52.3744779,9.7385532
"505","Hanover",3,52.3744779,9.7385532
"506","Haselbach b  Mitterfels",2,49.0041117,12.6929693
"507","Haselünne",1,52.6718718,7.4830538
"508","Hasselt",2,50.9303735,5.3378043
"509","Hässleholm",1,56.216667,13.733333
"510","Hassmersheim",1,49.3010953,9.1466828
"511","Hattersheim",1,50.0723339,8.4858331
"512","Hattingen",1,51.4007175,7.1862486
"513","Hauterive",1,48.4774049,0.1989853
"514","Havlíčk uv Brod",2,NA,NA
"515","Havlíčkův Brod",1,49.607079,15.5794883
"516","Hazerswoude dorp",1,52.0962664,4.5915103
"517","Haziran",1,38.8286487,40.4424401
"518","Hedemora",1,60.2777918,15.9885408
"519","Heemstede",2,52.3427475,4.618043843137
"520","Heikendorf",1,54.3692543,10.2026135
"521","Heilbronn",1,49.142291,9.218655
"522","Heimdal",1,63.3508348,10.357723
"523","Helmond",4,51.47356795,5.66710898850645
"524","Helsingissä  Hki",1,NA,NA
"525","Helsingissä kustannusosakeyhtiö",1,NA,NA
"526","Helsinke",1,NA,NA
"527","Henstedt Ulzburg",1,53.7926888,9.9808134
"528","Hermannstadt",1,45.7973912,24.1519202
"529","Herten",1,51.5942009,7.1368071
"530","Hertfordshire",1,51.8400523,-0.0978551922452396
"531","Heveadorp",1,51.9757641,5.8091779
"532","Hexam",1,-31.940197,151.0890547
"533","Hexham",1,54.971478,-2.1017927
"534","High Wycombe",1,51.627422,-0.7484153
"535","Hildesheim",2,52.1521636,9.9513046
"536","Hildesheim Achtum",1,52.1465816,10.0051505
"537","Hilversum",2,52.23158695,5.17349360239234
"538","Hki",1,3.88607195,11.5119701935465
"539","Hò Chí Minh",2,10.7758439,106.7017555
"540","Hô Chí Minh",1,10.7758439,106.7017555
"541","Hod ha Sharon",1,NA,NA
"542","Hoenheim",1,48.6212867,7.7554925
"543","Höfgen",1,51.21018075,12.7772288668474
"544","Hohen Neuendorf bei Berlin",1,NA,NA
"545","Hojbjerg",1,56.1136618,10.1903165
"546","Holland",1,52.15517,5.38721
"547","Homburg",2,49.3181673,7.3340336
"548","Homburg Jägersburg",1,49.3708834,7.3232996
"549","Homburg Saar",2,49.3437126,7.3042399
"550","Hong Kong",2,22.2793278,114.1628131
"551","Hoorn",3,52.62254545,5.06772658814782
"552","Hopewell",1,37.3043154,-77.2872001
"553","Horn",1,52.62254545,5.06772658814782
"554","Hranice",2,49.5481764,17.7347407
"555","Huddersfield",1,53.6466645,-1.7822482
"556","Hudson",1,42.7654433,-71.4397167
"557","Huelva",2,37.2575874,-6.9484945
"558","Huizen",1,52.29648445,5.24058204069026
"559","Hürth bei Köln",1,50.9300068,6.9385708
"560","Husum",2,54.4853638,9.0538156
"561","Hyde Park",1,51.5074889,-0.162236683080672
"562","Hyderabad",1,17.360589,78.4740613
"563","Ias i",2,42.4644864,21.4703691
"564","Iași",1,47.1615341,27.5836142
"565","Idar Oberstein",1,49.7107134,7.3136563
"566","Ierusalim",1,31.79592425,35.211980759695
"567","Illkirch",1,48.5298611,7.7116218
"568","Immenstadt",1,47.55911,10.2137986
"569","Imola",1,44.3535145,11.7141233
"570","In Parma",1,51.518869,-0.1359183
"571","Indaiatuba",1,-23.09028,-47.21806
"572","Indianapolis",1,39.7683331,-86.1583502
"573","Indianapolis Cambridge",1,39.877264,-86.114562
"574","Indreabhán",2,53.24181925,-9.47730956809632
"575","Ingolstadt",1,48.7630165,11.4250395
"576","Inverness",1,57.4790124,-4.225739
"577","Irun",3,43.3383176,-1.7888095
"578","Iruña",1,42.8184538,-1.6442556
"579","Iṣfahān",1,32.6707877,51.6650002
"580","Issy les Moulineaux",3,48.8250508,2.273457
"581","Ivano Frankifs k",1,NA,NA
"582","Ivano Frankivs k",2,48.9225224,24.7103188
"583","Ivano Frankivsʹk",2,48.7481718,24.5207477
"584","Izola",2,45.5398936,13.65939
